Gene	SGD	UniProt	CC527	CC518	CC516	CC522	CC526	CC525	CC523	CC517	CC530	CC519	CC524	CC528	CC520	CC515	CC529	CC531	CC521
RIO1	S000005645	RIO1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0
PNO1	S000005671	PNO1_YEAST	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	2	2
GLC7	S000000935	PP12_YEAST	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0
LOC1	S000001897	LOC1_YEAST	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	1
MIA40	S000001678	MIA40_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RRB1	S000004738	RRB1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
GCV3	S000000042	GCSH_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCR4	S000000019	CCR4_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0
MSH5	S000002313	MSH5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC3	S000000810	SEC3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
TOR1	S000003827	TOR1_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0
SEC4	S000001889	SEC4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SEC7	S000002577	SEC7_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	9	0
TOR2	S000001686	TOR2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
PYC1	S000003030	PYC1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
YLR410W-B	S000007380	YL21B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
YPR022C	S000006226	YP022_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
REX4	S000005440	REXO4_YEAST	0	0	0	0	0	0	0	0	3	1	0	0	3	0	0	5	1
VMA8	S000000777	VATD_YEAST	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	9	0
YMR086W	S000004692	YMX6_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SWP1	S000004757	OSTD_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
NQM1	S000003275	TAL2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YMR226C	S000004839	YM71_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NUT1	S000003119	MED5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAP2	S000000187	AMPM2_YEAST	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
HXT3	S000002753	HXT3_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
MDH1	S000001568	MDHM_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NIP7	S000006132	NIP7_YEAST	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	2
ADR1	S000002624	ADR1_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
PAN1	S000001445	PAN1_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
NUM1	S000002557	NUM1_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	5	0
YOR343W-B	S000007356	YO22B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
PGC1	S000006127	PGC1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CBR1	S000001305	NCB5R_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UTH1	S000001750	UTH1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RRP43	S000000631	RRP43_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DBP7	S000001732	DBP7_YEAST	0	0	0	0	0	0	0	0	3	2	0	1	3	0	0	4	2
DCP2	S000005062	DCP2_YEAST	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	8	0
GTS1	S000003149	GTS1_YEAST	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	2	0
RIB4	S000005503	RIB4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MCM6	S000003169	MCM6_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
MCM4	S000006223	MCM4_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	11	0
IRR1	S000001288	SCC3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CKI1	S000004123	KICH_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
BGL2	S000003514	BGL2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
GCD6	S000002619	EI2BE_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0
NAB6	S000004585	NAB6_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
GCD2	S000003315	EI2BD_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
YBL100W-B	S000002149	YB21B_YEAST	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	12	1
NOC3	S000003992	NOC3_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
RRP14	S000001565	RRP14_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1
AAC3	S000000289	ADT3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PTC3	S000000152	PP2C3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PTC2	S000000891	PP2C2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
PRE9	S000003367	PSA4_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0
SRP1	S000005133	IMA1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
UGP1	S000001518	UGPA1_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0
PNC1	S000003005	PNC1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
RRP15	S000006347	RRP15_YEAST	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0
COP1	S000002304	COPA_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0
APE2	S000001640	APE2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APE3	S000000490	APE3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RFC1	S000005743	RFC1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GCN20	S000001905	GCN20_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SFB2	S000004994	SFB2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
YDR034C-D	S000007345	YD21B_YEAST	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	12	1
HRP1	S000005483	HRP1_YEAST	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0
CDC9	S000002323	DNLI1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SQT1	S000001451	SQT1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ARA1	S000000353	ARA1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
STE6	S000001692	STE6_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0
ECM16	S000004735	DHR1_YEAST	0	0	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0
DNM1	S000003924	DNM1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
NMD5	S000003893	NMD5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0
CDC3	S000004306	CDC3_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0
NMD2	S000001119	NMD2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
YGR161W-B	S000007370	YF21B_YEAST;YG21B_YEAST;YG22B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
APL3	S000000133	AP2A_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RHO1	S000006369	RHO1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAP2	S000001296	CAPZB_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
UTP30	S000001768	RL1D1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
LSM5	S000000948	LSM5_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SRB7	S000002716	MED21_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
HSP42	S000002578	HSP42_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FAF1	S000001281	FAF1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PGM1	S000001610	PGM1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
RVB2	S000006156	RUVB2_YEAST	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	18	0
RVB1	S000002598	RUVB1_YEAST	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	11	0
ACO1	S000004295	ACON_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0
GET4	S000005690	GET4_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
TAF6	S000003080	TAF6_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
EBS1	S000002614	EBS1_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CDC25	S000004301	CDC25_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0
RET2	S000001947	COPD_YEAST	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	0
SMB1	S000000831	RSMB_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SUR4	S000004364	ELO3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YNL050C	S000004995	YNF0_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0
SMC3	S000003610	SMC3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CEX1	S000005638	CEX1_YEAST	0	0	0	0	0	0	0	0	1	1	0	3	1	0	0	3	1
NPR2	S000000788	NPR2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RPL37A	S000004175	RL37A_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
HOS4	S000001374	HOS4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SNF4	S000003083	SNF4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
FAA4	S000004860	LCF4_YEAST	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	10	0
FAA3	S000001271	LCF3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RPB5	S000000358	RPAB1_YEAST	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	11	1
HEK2	S000000128	HEK2_YEAST	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	2	0
SSO2	S000004795	SSO2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SSO1	S000006153	SSO1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ECM10	S000000756	HSP7E_YEAST	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	0
MCA1	S000005723	MCA1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
HRR25	S000006125	HRR25_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
DIM1	S000006187	DIM1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PAT1	S000000673	PAT1_YEAST	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	7	1
RBL2	S000005791	TBCA_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
HUA1	S000003500	HUA1_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
SEN1	S000004422	SEN1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
CYR1	S000003542	CYAA_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0
PRB1	S000000786	PRTB_YEAST	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0
CKB2	S000005565	CSK2C_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
NUP192	S000003576	NU192_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0
VPS35	S000003690	VPS35_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SLH1	S000003503	SLH1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
SAC7	S000002797	SAC7_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
SAC1	S000001695	SAC1_YEAST	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0
MAK11	S000001504	MAK11_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	1
NOT3	S000001300	NOT3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
GRX3	S000002505	GLRX3_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALD4	S000005901	ALDH4_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GRX4	S000000976	GLRX4_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PAM1	S000002659	PAM1_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0
SNT2	S000003099	SNT2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MDY2	S000005471	MDY2_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LSM12	S000001163	LSM12_YEAST	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	2	0
ADE16	S000004018	PUR91_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SEC23	S000006385	SEC23_YEAST	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	6	0
SCW10	S000004921	SCW10_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
FIR1	S000000834	FIR1_YEAST	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
PIM1	S000000118	LONM_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OSM1	S000003812	OSM1_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
SNF2	S000005816	SNF2_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
SEC1	S000002571	SEC1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FSF1	S000005797	FSF1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CPA2	S000003870	CARB_YEAST	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0
MLC1	S000003074	MLC1_YEAST	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0
CRP1	S000001189	CRP1_YEAST	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
YOR192C-B	S000007354	YO21B_YEAST	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	13	2
PRP2	S000005294	PRP2_YEAST	0	0	0	0	0	0	0	0	0	1	0	3	1	0	1	1	0
GPM3	S000005417	PMG3_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
UBP16	S000005993	UBP16_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RPN3	S000000823	RPN3_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
SWM2	S000005287	SWM2_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YKL077W	S000001560	YKH7_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MRPL24	S000004806	RM24_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RRP4	S000001111	RRP4_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HAL5	S000003701	HAL5_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RTK1	S000002183	RTK1_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DFM1	S000002819	DFM1_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
YCK2	S000005098	KC12_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CYK3	S000002275	CYK3_YEAST	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NOG2	S000005336	NOG2_YEAST	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1
KTR6	S000005974	KTR6_YEAST	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RPF1	S000001130	RPF1_YEAST	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0
POP1	S000005165	POP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SCC2	S000002588	SCC2_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MCM10	S000001412	MCM10_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YDR161W	S000002568	YD161_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SDA1	S000003477	SDA1_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	2	0
YKL222C	S000001705	YKW2_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
RRP6	S000005527	RRP6_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SRP102	S000001637	SRPB_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FUN19	S000002134	FUN19_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HRK1	S000005793	HRK1_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
COG7	S000002973	COG7_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
YOR378W	S000005905	YO378_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
SEE1	S000001326	SEE1_YEAST	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
VPS5	S000005595	VPS5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
HEM1	S000002640	HEM1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
POP5	S000000031	POP5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LAA1	S000003743	LAA1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1
MNN11	S000003719	MNN11_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
VTC4	S000003549	VTC4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YRM1	S000005698	YRM1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RAP1	S000005160	RAP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YKL027W	S000001510	YKC7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YFH7	S000001903	YFH7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DIS3	S000005381	RRP44_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	1
YEA6	S000000732	YEA6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
YDR239C	S000002647	YD239_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
YOR093C	S000005619	YO093_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
YPL260W	S000006181	YP260_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DUG1	S000001940	DUG1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENA2	S000002446	ATN2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ENA5	S000002445	ATN5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
SPP41	S000002872	SPP41_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
YIR042C	S000001481	YIW2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
MMS1	S000006368	MMS1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENA1	S000002447	ATN1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
PRK1	S000001357	PRK1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CTF3	S000004373	CTF3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YMR085W	S000004690	YM085_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YOL087C	S000005447	YO087_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASE1	S000005584	ASE1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YLR126C	S000004116	YL126_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MSC2	S000002613	MSC2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SLN1	S000001409	SLN1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
YOR192C-A	S000007353	YO21A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YDR261W-A	S000007396	YD23A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDR5	S000005679	PDR5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NOB1	S000005582	NOB1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OAF1	S000000048	OAF1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCL1	S000002979	PSA6_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARP8	S000005667	ARP8_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARP7	S000006238	ARP7_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VID27	S000005156	VID27_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBG2	S000003405	RBG2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
POP2	S000005335	POP2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ERG1	S000003407	ERG1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ERG3	S000004046	ERG3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD5	S000004022	RAD5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YOP1	S000006232	YOP1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TIM23	S000005300	TIM23_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CPR4	S000000665	CYPR_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MBA1	S000000389	MBA1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPN10	S000001243	RPN10_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
PDR16	S000005175	PDR16_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TOP2	S000005032	TOP2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
RSC9	S000004596	RSC9_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOS1	S000001688	XPOT_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NUP133	S000001790	NU133_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IPI3	S000005126	IPI3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LSC1	S000005668	SUCA_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ACO2	S000003736	ACON2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HOS3	S000006037	HOS3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BUD20	S000004064	BUD20_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DIG2	S000002888	DIG2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IML1	S000003899	IML1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FLC2	S000000049	FLC2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ZRC1	S000004856	ZRC1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPN12	S000001948	RPN12_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPN11	S000001900	RPN11_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
MUD1	S000000323	RU1A_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GAL11	S000005411	MED15_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NDE1	S000004753	NDH1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ERV2	S000006241	ERV2_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RRN5	S000004131	RRN5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NAF1	S000005068	NAF1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MNN10	S000002653	MNN10_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPN5	S000002306	RPN5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
YTA12	S000004695	YTA12_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHE4	S000005561	SHE4_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IRC5	S000001934	IRC5_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DOM34	S000004946	DOM34_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KRE9	S000003710	KRE9_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SSH1	S000000487	SSH1_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
YBR238C	S000000442	RMD9L_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRP3	S000001694	TRPG_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
